#,Word,Link,POS,POS_Desc,Category
2333,voice,https://www.handspeak.com/word/v/voice.mp4,NN,"noun, singular",
2334,volleyball,https://www.handspeak.com/word/v/volleyball.mp4,NN,"noun, singular",
2335,volunteer,https://www.handspeak.com/word/v/volunteer.mp4,NN,"noun, singular",
2336,eyeball,https://www.handspeak.com/word/e/eyeball.mp4,NN,"noun, singular",
2337,vomit,https://www.handspeak.com/word/v/vomit.mp4,NN,"noun, singular",
2338,vote,https://www.handspeak.com/word/v/vote.mp4,NN,"noun, singular",
2339,voter apathy,https://www.handspeak.com/word/v/voter-apathy.mp4,NN,"noun, singular",
2340,publisher,https://www.handspeak.com/word/p/publisher-firm.mp4,NN,"noun, singular",
2341,wait,https://www.handspeak.com/word/w/wait.mp4,NN,"noun, singular",
2342,million,https://www.handspeak.com/word/m/million.mp4,CD,cardinal digit,
2343,mature,https://www.handspeak.com/word/m/mature.mp4,NN,"noun, singular",
2344,walk,https://www.handspeak.com/word/w/walk.mp4,NN,"noun, singular",
2345,trek,https://www.handspeak.com/word/t/trek.mp4,NN,"noun, singular",
2346,double standard,https://www.handspeak.com/word/d/double-standard.mp4,RB,adverb very,
2347,want,https://www.handspeak.com/word/w/want.mp4,NN,"noun, singular",
2348,want-not,https://www.handspeak.com/word/w/want-not.mp4,NN,"noun, singular",
2349,undesired,https://www.handspeak.com/word/u/undesired.mp4,JJ,adjective,
2350,war,https://www.handspeak.com/word/w/war.mp4,NN,"noun, singular",
2351,nuclear war,https://www.handspeak.com/word/n/nuclear-war.mp4,JJ,adjective,
2352,drug,https://www.handspeak.com/word/d/drug-fs.mp4,NN,"noun, singular",
2353,warm,https://www.handspeak.com/word/w/warm.mp4,NN,"noun, singular",
2354,warm-hearted,https://www.handspeak.com/word/w/warm-hearted.mp4,JJ,adjective,
2355,warn,https://www.handspeak.com/word/w/warn.mp4,NN,"noun, singular",
2356,misspend,https://www.handspeak.com/word/m/misspend.mp4,NN,"noun, singular",
2357,waste,https://www.handspeak.com/word/w/waste.mp4,NN,"noun, singular",
2358,watch,https://www.handspeak.com/word/w/watch.mp4,NN,"noun, singular",
2359,wristwatch,https://www.handspeak.com/word/w/watch-wrist.mp4,NN,"noun, singular",
2360,water,https://www.handspeak.com/word/w/water.mp4,NN,"noun, singular",Food
2361,way of life,https://www.handspeak.com/word/w/way-custom.mp4,NN,"noun, singular",
2362,way,https://www.handspeak.com/word/w/way.mp4,NN,"noun, singular",
2363,elevator,https://www.handspeak.com/word/e/elevator-ca.mp4,NN,"noun, singular",
2364,we,https://www.handspeak.com/word/w/we.mp4,PRP,personal pronoun,
2365,weak,https://www.handspeak.com/word/w/weak.mp4,JJ,adjective,
2366,wealthy,https://www.handspeak.com/word/w/wealth.mp4,NN,"noun, singular",
2367,weather,https://www.handspeak.com/word/w/weather.mp4,NN,"noun, singular",
2368,wedding,https://www.handspeak.com/word/w/wedding.mp4,NN,"noun, singular",
2369,Wednesdays,https://www.handspeak.com/word/w/wednesdays.mp4,NNS,noun plural,
2370,week,https://www.handspeak.com/word/w/week.mp4,NN,"noun, singular",
2371,weekend,https://www.handspeak.com/word/w/weekend.mp4,NN,"noun, singular",
2372,weekly,https://www.handspeak.com/word/w/weekly.mp4,JJ,adjective,
2373,dish antenna,https://www.handspeak.com/word/r/radar-sound.mp4,JJ,adjective,
2374,stressed syllable,https://www.handspeak.com/word/s/stressed-syllable.mp4,VBN,"verb, past participle",
2375,oscilloscope,https://www.handspeak.com/word/o/oscilloscope.mp4,NN,"noun, singular",
2376,last week,https://www.handspeak.com/word/l/last-week.mp4,JJ,adjective,
2377,ripple,https://www.handspeak.com/word/r/ripple.mp4,NN,"noun, singular",
2378,weight,https://www.handspeak.com/word/w/weight.mp4,NN,"noun, singular",Health
2379,weird,https://www.handspeak.com/word/w/weird.mp4,NN,"noun, singular",
2380,welcome,https://www.handspeak.com/word/w/welcome.mp4,NN,"noun, singular",
2381,west,https://www.handspeak.com/word/w/west.mp4,NN,"noun, singular",
2382,whale,https://www.handspeak.com/word/w/whale.mp4,NN,"noun, singular",animal
2383,what,https://www.handspeak.com/word/w/what.mp4,WP,wh-pronoun,
2384,whatsoever,https://www.handspeak.com/word/w/whatsoever.mp4,NN,"noun, singular",
2385,what's up,https://www.handspeak.com/word/w/what-up.mp4,WP,wh-pronoun,
2386,what's wrong,https://www.handspeak.com/word/w/what-wrong.mp4,WP,wh-pronoun,
2387,whatever,https://www.handspeak.com/word/w/whatever.mp4,WDT,wh-determiner,
2388,whatnot,https://www.handspeak.com/word/w/whatnot.mp4,NN,"noun, singular",
2389,wheelchair,https://www.handspeak.com/word/w/wheelchair.mp4,NN,"noun, singular",Health
2390,when,https://www.handspeak.com/word/w/when.mp4,WRB,wh-abverb,
2391,where,https://www.handspeak.com/word/w/where.mp4,WRB,wh-abverb,
2392,wh question,https://www.handspeak.com/word/w/wh-question.mp4,JJ,adjective,
2393,which,https://www.handspeak.com/word/w/which.mp4,WDT,wh-determiner,
2394,whisper,https://www.handspeak.com/word/w/whisper.mp4,NN,"noun, singular",
2395,murmur,https://www.handspeak.com/word/m/murmur.mp4,NN,"noun, singular",
2396,white,https://www.handspeak.com/word/w/white.mp4,JJ,adjective,
2397,justify margins,https://www.handspeak.com/word/j/justify-margins.mp4,NN,"noun, singular",
2398,who,https://www.handspeak.com/word/w/who.mp4,WP,wh-pronoun,
2399,why,https://www.handspeak.com/word/w/why.mp4,WRB,wh-abverb,
2400,wife,https://www.handspeak.com/word/w/wife.mp4,NN,"noun, singular",
2401,will,https://www.handspeak.com/word/w/will.mp4,MD,modal could,
2402,will not,https://www.handspeak.com/word/w/will-not.mp4,MD,modal could,
2403,win,https://www.handspeak.com/word/w/win.mp4,NN,"noun, singular",
2404,wind,https://www.handspeak.com/word/w/wind.mp4,NN,"noun, singular",
2405,meticulous,https://www.handspeak.com/word/m/meticulous.mp4,JJ,adjective,
2406,waver,https://www.handspeak.com/word/w/waver.mp4,NN,"noun, singular",
2407,wipe,https://www.handspeak.com/word/w/wipe-off.mp4,NN,"noun, singular",
2408,reckon,https://www.handspeak.com/word/r/reckon-calculate.mp4,NN,"noun, singular",
2409,wise,https://www.handspeak.com/word/w/wise.mp4,NN,"noun, singular",
2410,wish,https://www.handspeak.com/word/w/wish.mp4,NN,"noun, singular",
2411,witch,https://www.handspeak.com/word/w/witch.mp4,NN,"noun, singular",
2412,with,https://www.handspeak.com/word/w/with.mp4,IN,preposition/subordinating conjunction,
2413,aspect,https://www.handspeak.com/word/a/aspect.mp4,NN,"noun, singular",
2414,without,https://www.handspeak.com/word/w/without.mp4,IN,preposition/subordinating conjunction,
2415,woman,https://www.handspeak.com/word/w/woman.mp4,NN,"noun, singular",
2416,fiancee,https://www.handspeak.com/word/f/fiancee.mp4,NN,"noun, singular",
2417,distance,https://www.handspeak.com/word/d/distance.mp4,NN,"noun, singular",
2418,wolf,https://www.handspeak.com/word/w/wolf.mp4,NN,"noun, singular",animal
2419,womanize,https://www.handspeak.com/word/w/womanize.mp4,NN,"noun, singular",
2420,wonder,https://www.handspeak.com/word/w/wonder.mp4,NN,"noun, singular",
2421,wonderful,https://www.handspeak.com/word/w/wonderful.mp4,NN,"noun, singular",
2422,word,https://www.handspeak.com/word/w/word.mp4,NN,"noun, singular",
2423,work,https://www.handspeak.com/word/w/work.mp4,NN,"noun, singular",
2424,hard-working,https://www.handspeak.com/word/h/hard-working.mp4,NN,"noun, singular",
2425,bonus,https://www.handspeak.com/word/b/bonus-fs.mp4,NN,"noun, singular",
2426,workaholic,https://www.handspeak.com/word/w/workaholic.mp4,NN,"noun, singular",
2427,world,https://www.handspeak.com/word/w/world.mp4,NN,"noun, singular",
2428,worry,https://www.handspeak.com/word/w/worry.mp4,NN,"noun, singular",
2429,overthink,https://www.handspeak.com/word/o/overthink.mp4,NN,"noun, singular",
2430,worse,https://www.handspeak.com/word/w/worse.mp4,JJR,"adjective, comparative",
2431,worship,https://www.handspeak.com/word/w/worship.mp4,NN,"noun, singular",
2432,honor,https://www.handspeak.com/word/h/honor.mp4,NN,"noun, singular",
2433,wow,https://www.handspeak.com/word/w/wow.mp4,NN,"noun, singular",
2434,delegate,https://www.handspeak.com/word/d/delegate.mp4,NN,"noun, singular",
2435,wrestle,https://www.handspeak.com/word/w/wrestle-action.mp4,NN,"noun, singular",
2436,write,https://www.handspeak.com/word/w/write.mp4,NN,"noun, singular",
2437,wrong,https://www.handspeak.com/word/w/wrong.mp4,JJ,adjective,
2438,xerox,https://www.handspeak.com/word/x/xerox.mp4,NN,"noun, singular",
2439,year,https://www.handspeak.com/word/y/year.mp4,NN,"noun, singular",
2440,yearly,https://www.handspeak.com/word/y/yearly.mp4,RB,adverb very,
2441,yell,https://www.handspeak.com/word/y/yell.mp4,NN,"noun, singular",
2442,yellow,https://www.handspeak.com/word/y/yellow.mp4,NN,"noun, singular",
2443,yes,https://www.handspeak.com/word/y/yes.mp4,NNS,noun plural,
2444,yesterday,https://www.handspeak.com/word/y/yesterday.mp4,NN,"noun, singular",
2445,not yet,https://www.handspeak.com/word/n/not-yet.mp4,RB,adverb very,
2446,husbandry,https://www.handspeak.com/word/h/husbandry.mp4,NN,"noun, singular",
2447,wound,https://www.handspeak.com/word/w/wound.mp4,NN,"noun, singular",
2448,you,https://www.handspeak.com/word/y/you.mp4,PRP,personal pronoun,
2449,youse,https://www.handspeak.com/word/y/you-plu.mp4,NN,"noun, singular",
2450,between you and me,https://www.handspeak.com/word/b/between-you-me.mp4,IN,preposition/subordinating conjunction,
2451,either-or,https://www.handspeak.com/word/e/either-or.mp4,NN,"noun, singular",
2452,young,https://www.handspeak.com/word/y/young.mp4,JJ,adjective,
2453,your,https://www.handspeak.com/word/y/your.mp4,PRP$,possessive pronoun,
2454,yourself,https://www.handspeak.com/word/y/yourself.mp4,PRP,personal pronoun,
2455,youth,https://www.handspeak.com/word/y/youth.mp4,NN,"noun, singular",
2456,harm,https://www.handspeak.com/word/h/harm.mp4,NN,"noun, singular",
2457,zebra,https://www.handspeak.com/word/z/zebra.mp4,NN,"noun, singular",animal
2458,Zen,https://www.handspeak.com/word/z/zen.mp4,NN,"noun, singular",
2459,zero,https://www.handspeak.com/word/z/zero.mp4,NN,"noun, singular",
2460,A,https://www.handspeak.com/word/a/a-abc.mp4,DT,determiner,
2461,B,https://www.handspeak.com/word/b/b-abc.mp4,NN,"noun, singular",
2462,C,https://www.handspeak.com/word/c/c-abc.mp4,SYM,,
2463,D,https://www.handspeak.com/word/d/d-abc.mp4,NN,"noun, singular",
2464,E,https://www.handspeak.com/word/e/e-abc.mp4,NN,"noun, singular",
2465,F,https://www.handspeak.com/word/f/f-abc.mp4,NN,"noun, singular",
2466,G,https://www.handspeak.com/word/g/g-abc.mp4,NN,"noun, singular",
2467,H,https://www.handspeak.com/word/h/h-abc.mp4,NN,"noun, singular",
2468,I,https://www.handspeak.com/word/i/i-abc.mp4,PRP,personal pronoun,
2469,J,https://www.handspeak.com/word/j/j-abc.mp4,NN,"noun, singular",
2470,K,https://www.handspeak.com/word/k/k-abc.mp4,NNP,"proper noun, singular",
2471,L,https://www.handspeak.com/word/l/l-abc.mp4,NN,"noun, singular",
2472,M,https://www.handspeak.com/word/m/m-abc.mp4,NN,"noun, singular",
2473,N,https://www.handspeak.com/word/n/n-abc.mp4,NN,"noun, singular",
2474,O,https://www.handspeak.com/word/o/o-abc.mp4,NN,"noun, singular",
2475,P,https://www.handspeak.com/word/p/p-abc.mp4,NN,"noun, singular",
2476,Q,https://www.handspeak.com/word/q/q-abc.mp4,NN,"noun, singular",
2477,R,https://www.handspeak.com/word/r/r-abc.mp4,NN,"noun, singular",
2478,S,https://www.handspeak.com/word/s/s-abc.mp4,NN,"noun, singular",
2479,T,https://www.handspeak.com/word/t/t-abc.mp4,NN,"noun, singular",
2480,U,https://www.handspeak.com/word/u/u-abc.mp4,NN,"noun, singular",
2481,V,https://www.handspeak.com/word/v/v-abc.mp4,NN,"noun, singular",
2482,W,https://www.handspeak.com/word/w/w-abc.mp4,NN,"noun, singular",
2483,X,https://www.handspeak.com/word/x/x-abc.mp4,NN,"noun, singular",
2484,Y,https://www.handspeak.com/word/y/y-abc.mp4,NN,"noun, singular",
2485,Z,https://www.handspeak.com/word/z/z-abc.mp4,NN,"noun, singular",
2486,Browse words,https://www.handspeak.com/word//.mp4,NNP,"proper noun, singular",
2487,hair,https://www.handspeak.com/word/h/hair.mp4,NN,"noun, singular",
2488,poetry (signed),https://www.handspeak.com/word/p/poetry.mp4,NN,"noun, singular",
2489,audism,https://www.handspeak.com/word/a/audism2.mp4,NN,"noun, singular",
2490,dime,https://www.handspeak.com/word/d/dime.mp4,NN,"noun, singular",
2491,Asia,https://www.handspeak.com/word/a/asia.mp4,NN,"noun, singular",Country
2492,comedy,https://www.handspeak.com/word/c/comedy.mp4,NN,"noun, singular",
2493,cheapskate,https://www.handspeak.com/word/c/cheapskate.mp4,NN,"noun, singular",
2494,oops,https://www.handspeak.com/word/o/oops-interj.mp4,NNS,noun plural,
2495,everyone,https://www.handspeak.com/word/e/everyone.mp4,NN,"noun, singular",
2496,balance,https://www.handspeak.com/word/b/balance.mp4,NN,"noun, singular",
2497,trip,https://www.handspeak.com/word/t/trip.mp4,NN,"noun, singular",
2498,trip (drug),https://www.handspeak.com/word/t/trip-drug.mp4,NN,"noun, singular",
2499,object (protest),https://www.handspeak.com/word/o/object-protest.mp4,NN,"noun, singular",
2500,five cents,https://www.handspeak.com/word/f/five-cents.mp4,CD,cardinal digit,
2501,tooth,https://www.handspeak.com/word/t/tooth.mp4,NN,"noun, singular",
2502,whine,https://www.handspeak.com/word/w/whine.mp4,NN,"noun, singular",
2503,gallery,https://www.handspeak.com/word/g/gallery-art.mp4,NN,"noun, singular",
2504,characters (ideogram),https://www.handspeak.com/word/c/characters-ideogram.mp4,NNS,noun plural,
2505,devastated,https://www.handspeak.com/word/d/devastated.mp4,VBN,"verb, past participle",
2506,depressed,https://www.handspeak.com/word/d/depressed.mp4,JJ,adjective,Health
2507,precious,https://www.handspeak.com/word/p/precious.mp4,JJ,adjective,
2508,treasure,https://www.handspeak.com/word/t/treasure-chest.mp4,NN,"noun, singular",
2509,dear,https://www.handspeak.com/word/d/dear.mp4,NN,"noun, singular",
2510,kid,https://www.handspeak.com/word/k/kid-child.mp4,NN,"noun, singular",
2511,doctorate (PhD),https://www.handspeak.com/word/d/doctorate-phd.mp4,NN,"noun, singular",Education
2512,confirm,https://www.handspeak.com/word/c/confirm-decide.mp4,NN,"noun, singular",
2513,henna art,https://www.handspeak.com/word/h/henna-art.mp4,NNS,noun plural,
2514,Disney,https://www.handspeak.com/word/d/disney.mp4,NN,"noun, singular",
2515,carrot,https://www.handspeak.com/word/c/carrot.mp4,NN,"noun, singular",Food
2516,here and there,https://www.handspeak.com/word/h/here-and-there.mp4,RB,adverb very,
2517,bandha,https://www.handspeak.com/word/b/bandha.mp4,NN,"noun, singular",
2518,arranged marriage,https://www.handspeak.com/word/a/arranged-marriage.mp4,VBN,"verb, past participle",
2519,rupee,https://www.handspeak.com/word/r/rupee.mp4,NN,"noun, singular",
2520,amiable,https://www.handspeak.com/word/a/amiable.mp4,JJ,adjective,
2521,cordial,https://www.handspeak.com/word/c/cordial.mp4,NN,"noun, singular",
2522,wary,https://www.handspeak.com/word/w/wary.mp4,JJ,adjective,
2523,inexpert,https://www.handspeak.com/word/i/inexpert.mp4,NN,"noun, singular",
2524,step-by-step,https://www.handspeak.com/word/s/step-by-step.mp4,NN,"noun, singular",
2525,Mexico,https://www.handspeak.com/word/m/mexico.mp4,NNP,"proper noun, singular",Country
2526,Mexican,https://www.handspeak.com/word/m/mexico-isl.mp4,JJ,adjective,Country
2527,cross-examine,https://www.handspeak.com/word/c/cross-examine.mp4,NN,"noun, singular",
2528,therapy,https://www.handspeak.com/word/t/therapy.mp4,NN,"noun, singular",Health
2529,therapist,https://www.handspeak.com/word/t/therapist.mp4,NN,"noun, singular",Health
2530,record (break),https://www.handspeak.com/word/r/record-break.mp4,NN,"noun, singular",
2531,fourth place,https://www.handspeak.com/word/f/fourth-place.mp4,JJ,adjective,
2532,how many,https://www.handspeak.com/word/h/how-many.mp4,WRB,wh-abverb,
2533,shave,https://www.handspeak.com/word/s/shave-chin.mp4,NN,"noun, singular",
2534,shave head,https://www.handspeak.com/word/s/shave-head.mp4,JJ,adjective,
2535,horseplay,https://www.handspeak.com/word/h/horseplay.mp4,NN,"noun, singular",animal
2536,cakewalk,https://www.handspeak.com/word/c/cakewalk.mp4,NN,"noun, singular",
2537,hood-cloth,https://www.handspeak.com/word/h/hood-cloth.mp4,NN,"noun, singular",
2538,Egypt,https://www.handspeak.com/word/e/egypt.mp4,NN,"noun, singular",Country
2539,dejected,https://www.handspeak.com/word/d/depressed2.mp4,VBN,"verb, past participle",Health
2540,embellish,https://www.handspeak.com/word/e/embellish.mp4,JJ,adjective,
2541,decorate,https://www.handspeak.com/word/d/decorate.mp4,NN,"noun, singular",
2542,First Nations,https://www.handspeak.com/word/f/first-nations-old.mp4,NNP,"proper noun, singular",
2543,fifth-place,https://www.handspeak.com/word/f/fifth-place.mp4,NN,"noun, singular",
2544,end,https://www.handspeak.com/word/e/end-side.mp4,NN,"noun, singular",
2545,annul,https://www.handspeak.com/word/a/annul.mp4,NN,"noun, singular",
2546,even,https://www.handspeak.com/word/e/even-flat.mp4,RB,adverb very,
2547,equal,https://www.handspeak.com/word/e/equal.mp4,JJ,adjective,
2548,equivalent,https://www.handspeak.com/word/e/equivalent.mp4,NN,"noun, singular",
2549,for example,https://www.handspeak.com/word/f/for-example.mp4,IN,preposition/subordinating conjunction,
2550,exhale,https://www.handspeak.com/word/e/exhale.mp4,NN,"noun, singular",
2551,expect,https://www.handspeak.com/word/e/expect.mp4,VB,"verb, base form",
2552,inhale,https://www.handspeak.com/word/i/inhale.mp4,NN,"noun, singular",
2553,intersection,https://www.handspeak.com/word/i/intersection.mp4,NN,"noun, singular",
